Roll_No,Off_Name,County,Ethos,xcoord,ycoord,Long,Lat
19721R,HOLY FAMILY JUNIOR N S,Dublin,CATHOLIC,316836,246083,-6.24108,53.4519
19755L,SACRED HEART N S,Dublin,CATHOLIC,305798,240310,-6.40911,53.4023
19762I,ST HELENS SENIOR N S,Dublin,CATHOLIC,323907,244909,-6.13515,53.4397
19769W,SCOIL THOMAIS,Dublin,CATHOLIC,308005,237647,-6.37685,53.378
19850F,LADYSWELL N S,Dublin,CATHOLIC,306988,240718,-6.39109,53.4058
19877C,HOLY FAMILY SENIOR N S,Dublin,CATHOLIC,316844,246121,-6.24094,53.4522
19898K,GAELSCOIL AN DUINNINIGH,Dublin,CATHOLIC,319655,245568,-6.19886,53.4466
20095C,GAELSCOIL BHRIAN B�ROIMHE,Dublin,INTER DENOMINATIONAL,316244,248440,-6.24911,53.4732
20098I,CASTLEKNOCK EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,308997,237865,-6.36187,53.3797
20130B,ST PATRICKS NS,Dublin,CATHOLIC,307391,236604,-6.38643,53.3687
20137P,MARY  MOTHER OF HOPE SENIOR NS,Dublin,CATHOLIC,304873,240535,-6.42294,53.4045
20145O,SWORDS EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,316225,248356,-6.24943,53.4724
20161M,DONABATE/PORTRANE EDUCATE TOGETHER,Dublin,MULTI DENOMINATIONAL,323066,250415,-6.14564,53.4893
20176C,RUSH AND LUSK EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,322269,254779,-6.15594,53.5287
20186F,CASTAHEANY EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,303651,239242,-6.44173,53.3932
20201V,TYRRELSTOWN EDUCATE TOGETHER NATIONAL SCHOOL,Dublin,MULTI DENOMINATIONAL,307084,241686,-6.38932,53.4144
20202A,BALBRIGGAN EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,318745,263994,-6.20556,53.6123
20231H,ST BENEDICTS NATIONAL SCHOOL,Dublin,CATHOLIC,303773,239221,-6.43991,53.3929
20241K,Scoil Choilm Community NS,Dublin,MULTI DENOMINATIONAL,305945,237362,-6.40789,53.3758
20247W,Scoil Ghrainne Community National School,Dublin,MULTI DENOMINATIONAL,304111,239777,-6.43464,53.3979
20252P,GAELSCOIL BHAILE BRIGIN,Dublin,INTER DENOMINATIONAL,320593,262715,-6.17815,53.6004
20269J,Scoil Chormaic,Dublin,MULTI DENOMINATIONAL,320631,262815,-6.17753,53.6013
20282B,Bracken Educate Together N.S.,Dublin,MULTI DENOMINATIONAL,320655,262745,-6.1772,53.6006
20302E,Thornleigh Educate Together National School,Dublin,MULTI DENOMINATIONAL,317333,248344,-6.23275,53.4721
20307O,Skerries Educate Together National School,Dublin,MULTI DENOMINATIONAL,323597,260869,-6.13352,53.5831
20309S,Mary Mother of Hope Junior National School,Dublin,CATHOLIC,304816,240500,-6.42381,53.4042
20334R,Gaelscoil Ros Eo,Dublin,MULTI DENOMINATIONAL,325627,255232,-6.10515,53.532
20348F,Holywell Educate Together National School,Dublin,MULTI DENOMINATIONAL,319040,245293,-6.20821,53.4443
20383H,Hansfield Educate Together National School,Dublin,MULTI DENOMINATIONAL,304651.63,240544.02,-6.42627,53.4047
20384J,Powerstown Educate Together National School,Dublin,MULTI DENOMINATIONAL,307155.86,241669.76,-6.38824,53.4143
20394M,Gaelscoil an Chuilinn,Dublin,INTER DENOMINATIONAL,307121.45,241682.78,-6.38875,53.4144
00714P,LUCAN B N S,Dublin,CATHOLIC,303669,235478,-6.4427,53.3593
00729F,CLOCHAR LORETO N S,Dublin,CATHOLIC,314824,228129,-6.27787,53.291
03359N,BALLYROAN    B N S,Dublin,CATHOLIC,313796,227566,-6.29348,53.2862
11638N,WHITECHURCH NAT SCHOOL,Dublin,CHURCH OF IRELAND,314646,225971,-6.28132,53.2717
12014D,ST ANDREWS N S,Dublin,CHURCH OF IRELAND,303938,235560,-6.43863,53.36
13217W,HOLY FAMILY NATIONAL SCHOOL,Dublin,CATHOLIC,301724,226601,-6.47475,53.28
13447Q,SCOIL MHUIRE,Dublin,CATHOLIC,303915,235411,-6.43903,53.3587
14939T,RATHFARNHAM PARISH N S,Dublin,CHURCH OF IRELAND,313178,228326,-6.30247,53.2932
16461C,CAISLEAIN NUA LIAMHNA,Dublin,CATHOLIC,299913,228668,-6.50124,53.2989
16983J,S N NAOMH CILLIN,Dublin,CATHOLIC,310272,231787,-6.34484,53.3249
17055T,S N  NAOMH MHUIRE,Dublin,CATHOLIC,303834,226479,-6.44317,53.2785
17899C,SCOIL CARMEL,Dublin,CATHOLIC,310942,227354,-6.33634,53.2849
17953F,S N BHAILE EAMONN,Dublin,CATHOLIC,313508,225593,-6.2985,53.2685
17996A,GLEN NA SMOL N S,Dublin,CATHOLIC,309688,222907,-6.35666,53.2452
18173H,S N BRIOTAS,Dublin,CATHOLIC,303390,221610,-6.4514,53.2348
18323A,SCOIL LORCAIN B,Dublin,CATHOLIC,308655,234793,-6.36807,53.3522
18324C,SCOIL BRIDE C,Dublin,CATHOLIC,308615,234756,-6.36868,53.3519
18411U,ST MARYS SCHOOL,Dublin,CATHOLIC,309594,227907,-6.35635,53.2901
18602E,SCOIL MHUIRE,Dublin,CATHOLIC,307052,230913,-6.39344,53.3177
18642Q,S N NAOMH EOIN,Dublin,CHURCH OF IRELAND,307033,231340,-6.39358,53.3215
18655C,SCOIL NAOMH SEOSAMH,Dublin,CATHOLIC,307012,230845,-6.39407,53.3171
19114T,ST PATRICK GNS,Dublin,CATHOLIC,313414,227547,-6.29921,53.2861
19158Q,ST PETERS B N S,Dublin,CATHOLIC,311483,229584,-6.32744,53.3048
19159S,ST PAULS G N S,Dublin,CATHOLIC,311416,229980,-6.32831,53.3084
19177U,ST PIUS X N S BOYS,Dublin,CATHOLIC,313019,229365,-6.30449,53.3025
19178W,ST PIUS X G N S,Dublin,CATHOLIC,313067,229354,-6.30377,53.3024
19220S,SCOIL NAOMH IDE,Dublin,CATHOLIC,307198,230849,-6.39127,53.3171
19221U,SCOIL NAOMH AINE,Dublin,CATHOLIC,307197,230828,-6.3913,53.3169
19390U,ST MARKS SEN NS,Dublin,CATHOLIC,307602,227494,-6.38635,53.2868
19446V,SCOIL MHUIRE BOYS,Dublin,CATHOLIC,314477,228515,-6.28293,53.2946
19462T,SCOIL MAELRUAIN JUNIOR,Dublin,CATHOLIC,309273,226501,-6.36164,53.2776
19463V,SCOIL MAELRUAIN SENIOR,Dublin,CATHOLIC,309248,226518,-6.36201,53.2777
19464A,SN NAOMH COLMCILLE,Dublin,CATHOLIC,309629,227394,-6.356,53.2855
19465C,ST KEVINS BOYS,Dublin,CATHOLIC,309474,229120,-6.35773,53.3011
19466E,ST KEVINS GIRLS,Dublin,CATHOLIC,309457,229135,-6.35798,53.3012
19472W,ST MARKS JUNIOR N S,Dublin,CATHOLIC,307632,227479,-6.38591,53.2867
19474D,SCOIL COLMCILLE NAOFA,Dublin,CATHOLIC,312363,227269,-6.31507,53.2838
19490B,SCOIL MHUIRE,Dublin,CATHOLIC,314159,226711,-6.28835,53.2784
19494J,BISHOP GALVIN NS,Dublin,CATHOLIC,312152,228821,-6.31768,53.2978
19502F,SCOIL AENGHUSA JUN NS,Dublin,CATHOLIC,310382,228221,-6.34443,53.2928
19503H,SCOIL CHRONAIN,Dublin,CATHOLIC,302250,226786,-6.46681,53.2815
19509T,SCOIL NANO NAGLE,Dublin,CATHOLIC,305764,231804,-6.41247,53.3259
19510E,TALBOT SENIOR NS,Dublin,CATHOLIC,305781,231796,-6.41221,53.3259
19541P,BELGARD HEIGHTS N S,Dublin,CATHOLIC,307679,228750,-6.38477,53.2981
19542R,ST THOMAS JUNIOR NATIONAL SCHOOL,Dublin,CATHOLIC,303339,234255,-6.44805,53.3484
19543T,SCOIL N AN CROI RO NAOFA,Dublin,CATHOLIC,307959,226362,-6.38138,53.2766
19556F,ST KILLIANS JUNIOR SCHOOL,Dublin,CATHOLIC,308738,229724,-6.36856,53.3066
19565G,SCOIL TREASA FIRHOUSE,Dublin,CATHOLIC,310838,226868,-6.33806,53.2806
19566I,OUR LADY QUEEN OF APOSTLES,Dublin,CATHOLIC,306573,231873,-6.40031,53.3264
19569O,NEILLSTOWN N S,Dublin,CATHOLIC,306570,233018,-6.39997,53.3367
19574H,MARLEY GRANGE NS,Dublin,CATHOLIC,315215,227337,-6.27229,53.2838
19575J,ST MARYS JUNIOR N S,Dublin,CATHOLIC,306938,233745,-6.3942,53.3431
19576L,S N AENGHUSA,Dublin,CATHOLIC,310345,228166,-6.345,53.2923
19577N,SCOIL IOSA,Dublin,CATHOLIC,310697,228469,-6.33962,53.295
19582G,ST MAELRUAINS  N S,Dublin,CHURCH OF IRELAND,307291,226973,-6.39119,53.2822
19613O,SCOIL CNOC MHUIRE SIN,Dublin,CATHOLIC,307291,226219,-6.39144,53.2755
19617W,ST MARTIN DE PORRES N S,Dublin,CATHOLIC,308685,226179,-6.37057,53.2748
19623R,ST PAULS JUN NS,Dublin,CATHOLIC,311473,230007,-6.32744,53.3086
19642V,ST PETER APOSTLE SEN NS,Dublin,CATHOLIC,306491,233016,-6.40115,53.3367
19646G,SCOIL SANTAIN,Dublin,CATHOLIC,310263,227227,-6.34656,53.2839
19647I,ST MARYS SEN N S,Dublin,CATHOLIC,306861,233690,-6.39537,53.3426
19652B,AN CHROI RO NAOFA SOIS,Dublin,CATHOLIC,307994,226356,-6.38086,53.2765
19658N,BISHOP SHANAHAN NS,Dublin,CATHOLIC,312165,228862,-6.31747,53.2982
19676P,SCOIL AINE NAOFA,Dublin,CATHOLIC,303364,234304,-6.44766,53.3489
19702N,ST THOMAS JUNIOR N S,Dublin,CATHOLIC,306481,226548,-6.40347,53.2786
19707A,ST RONANS N S,Dublin,CATHOLIC,304913,231461,-6.42535,53.323
19742C,ST COLMCILLE SENIOR N S,Dublin,CATHOLIC,312320,227330,-6.31569,53.2844
19743E,ST BERNADETTES JUNIOR N S,Dublin,CATHOLIC,306740,234439,-6.39694,53.3494
19765O,ST THOMAS SENIOR N S,Dublin,CATHOLIC,306560,226556,-6.40229,53.2786
19775R,SCOIL CNOC MHUIRE JUNIOR,Dublin,CATHOLIC,307327,226232,-6.3909,53.2756
19782O,ST BRIGIDS N S,Dublin,CATHOLIC,306468,227476,-6.40336,53.2869
19785U,ST BERNADETTES SENIOR N S,Dublin,CATHOLIC,306775,234524,-6.39638,53.3502
19799I,SACRED HEART N S,Dublin,CATHOLIC,306542,230523,-6.40122,53.3143
19817H,ST MARYS N S,Dublin,CATHOLIC,302121,234487,-6.46626,53.3507
19834H,ST AIDANS NS,Dublin,CATHOLIC,306447,227390,-6.4037,53.2861
19855P,GAELSCOIL CHLUAIN DOLCAIN,Dublin,CATHOLIC,306508,231542,-6.40139,53.3234
19865S,DIVINE MERCY JUNIOR NATIONAL SCHOOL,Dublin,CATHOLIC,305571,233403,-6.41483,53.3403
19872P,SCOIL CHAITLIN MAUDE,Dublin,CATHOLIC,307236,226267,-6.39225,53.2759
19878E,Holy Rosary Primary School,Dublin,CATHOLIC,310214,226011,-6.34771,53.273
19893A,ST KILIANS SENIOR N S,Dublin,CATHOLIC,308683,229656,-6.36941,53.306
19940G,GAELSCOIL NAOMH PADRAIG,Dublin,CATHOLIC,304234,234493,-6.43454,53.3504
19943M,ST DAMIENS NS,Dublin,CATHOLIC,311933,230616,-6.32033,53.314
19950J,ST DOMINICS N S,Dublin,CATHOLIC,309598,227412,-6.35646,53.2857
19991A,GAELSCOIL NA CAMOIGE,Dublin,CATHOLIC,307135,231554,-6.39198,53.3234
20043G,GAELSCOIL CHNOC LIAMHNA,Dublin,CATHOLIC,311646,227299,-6.3258,53.2843
20066S,LUCAN EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,304901,234572,-6.4245,53.351
20166W,GRIFFEEN VALLEY EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,304370,233462,-6.43284,53.3411
20173T,ST ANNES PRIMARY SCHOOL,Dublin,CATHOLIC,307280,227884,-6.39105,53.2904
20187H,DIVINE MERCY SENIOR NATIONAL SCHOOL,Dublin,CATHOLIC,305507,233324,-6.41582,53.3396
20194E,St. John the Evangelist National School,Dublin,CATHOLIC,302578,232863,-6.45993,53.3361
20223I,GAELSCOIL EISCIR RIADA,Dublin,CATHOLIC,304157,234218,-6.43579,53.3479
20268H,Adamstown Castle Educate Together National School,Dublin,MULTI DENOMINATIONAL,302637,232858,-6.45904,53.336
20274C,Esker Educate Together N.S.,Dublin,MULTI DENOMINATIONAL,302636,232844,-6.45906,53.3359
20303G,Lucan East ETNS,Dublin,MULTI DENOMINATIONAL,304462,233127,-6.43157,53.3381
20398U,Scoil Niamh Community National School,Dublin,MULTI DENOMINATIONAL,304275.79,227085.97,-6.43635,53.2838
20402I,City West Educate Together National School,Dublin,MULTI DENOMINATIONAL,304275.79,227086.66,-6.43635,53.2838
20411J,Firhouse Educate Together National School,Dublin,MULTI DENOMINATIONAL,309005.18,226247.6,-6.36575,53.2754
20412L,Gaelscoil na Gi�ise,Dublin,MULTI DENOMINATIONAL,310870.32,226435.48,-6.33773,53.2767
20426W,Scoil Oscair,Dublin,MULTI DENOMINATIONAL,305291.12,233237.11,-6.41909,53.3389
01013N,SCOIL CROI IOSA,Galway,CATHOLIC,129168,225373,-9.06189,53.274
04515G,SCOIL AN LINBH IOSA,Galway,CATHOLIC,129750,225532,-9.0532,53.2755
13856K,BUSHY PARK N S,Galway,CATHOLIC,127811,227130,-9.08263,53.2896
13914V,SCOIL NAOMH IOSEF,Galway,CATHOLIC,124719,226208,-9.12877,53.2809
16750J,PAROCHIAL N S,Galway,CHURCH OF IRELAND,129712,225609,-9.05379,53.2762
16937C,S N FHURSA,Galway,CATHOLIC,128904,224806,-9.06572,53.2688
16943U,NIOCHLAS N S,Galway,CATHOLIC,129470,224614,-9.05719,53.2672
17782E,S N BRIDE NAOFA,Galway,CATHOLIC,128569,225303,-9.07085,53.2733
17784I,S N PADRAIC NAOFA,Galway,CATHOLIC,129639,225149,-9.05478,53.272
17845C,SCOIL MHUIRE,Galway,CATHOLIC,134759,227539,-8.97853,53.2942
18634R,SCOIL IDE,Galway,CATHOLIC,127899,224122,-9.08062,53.2626
18929N,SCOIL NAOMH EINDE,Galway,CATHOLIC,127758,224330,-9.08278,53.2644
19225F,SCOIL MICHIL NAOFA,Galway,CATHOLIC,132465,226159,-9.01264,53.2815
19226H,SCOIL NA TRIONOIDE NAOFA,Galway,CATHOLIC,132474,226186,-9.01251,53.2817
19241D,DOMINICAN CONVENT,Galway,CATHOLIC,128255,224720,-9.07542,53.268
19371Q,S N IOGNAID,Galway,CATHOLIC,129164,224962,-9.06186,53.2703
19401W,S N CAITRIONA SOIS,Galway,CATHOLIC,132165,225598,-9.01701,53.2764
19468I,SN CAITRIONA SINSEAR,Galway,CATHOLIC,132163,225570,-9.01704,53.2761
19795A,TIRELLAN HEIGHTS N S,Galway,CATHOLIC,130442,227085,-9.04317,53.2895
19858V,GAELSCOIL DARA,Galway,CATHOLIC,131643,225963,-9.02492,53.2796
19994G,GAELSCOIL MHIC AMHLAIGH,Galway,CATHOLIC,124941,224406,-9.12502,53.2647
20000L,GALWAY EDUCATE TOGETHER N.S.,Galway,MULTI DENOMINATIONAL,128628,226469,-9.07023,53.2837
20108I,"St. John the Apostle, Knocknacarra NS",Galway,CATHOLIC,126516,224832,-9.10151,53.2688
20350P,Merlin Woods Primary School,Galway,CATHOLIC,134471,226402,-8.98261,53.2839
01000E,ESKER N S,Galway,CATHOLIC,154575,225544,-8.68106,53.2783
01328P,KILTORMER N S,Galway,CATHOLIC,181736,220594,-8.27356,53.2354
03607G,S N AINDREIS NAOFA,Galway,CATHOLIC,167559,212243,-8.48504,53.1597
04506F,SCOIL NA NGASUR,Galway,CATHOLIC,137907,224140,-8.93065,53.264
05754G,S N CREACHMHAOIL,Galway,CATHOLIC,149946,220909,-8.74972,53.2362
06044D,S N CILL CUILE,Galway,CATHOLIC,169539,216796,-8.45588,53.2008
06489S,S N AN TSAILEAIN,Galway,CATHOLIC,137748,253166,-8.93876,53.5248
07455G,SCOIL MHUIRE GAN SMAL,Galway,CATHOLIC,178357,252444,-8.32635,53.5215
07551C,BALLINDERREEN MXD N S,Galway,CATHOLIC,139222,215308,-8.90927,53.1848
08379V,GORTANUMERA N S,Galway,CATHOLIC,180799,206887,-8.28677,53.1122
08446K,SN TULLACH UI CHADHAIN,Galway,CATHOLIC,123362,237237,-9.15178,53.3798
08512U,IOMAIR N S,Galway,CATHOLIC,180489,212772,-8.29176,53.1651
08958O,S N AN EANAIGH CAILINI,Galway,CATHOLIC,145784,240241,-8.81536,53.4095
09069L,S N AN BHAIN MHOIR,Galway,CATHOLIC,137331,236631,-8.94176,53.3762
09833W,S N LEITIRGEIS,Galway,CATHOLIC,73416,262650,-9.91228,53.5984
10095T,S N NAOMH TREASA,Galway,CATHOLIC,179424,234613,-8.30909,53.3613
10591I,S N AN ARD MHOIR,Galway,CATHOLIC,81744,229780,-9.77419,53.3051
10675O,BALLYMANA N S,Galway,CATHOLIC,152540,216683,-8.71025,53.1985
10863P,S N NA COILLE GLAISE,Galway,CATHOLIC,176827,240447,-8.34853,53.4136
11261P,SCOIL MHUIRE,Galway,CATHOLIC,93741,229455,-9.59417,53.3047
11290W,S N MUIRE GAN SMAL,Galway,CATHOLIC,97105,237464,-9.54633,53.3773
11373D,S N MHUIRE,Galway,CATHOLIC,92201,234255,-9.6189,53.3475
11669B,S N NAOMH BRID,Galway,CATHOLIC,67076,263405,-10.0083,53.6036
11675T,S N AN EANAIGH B,Galway,CATHOLIC,145783,240241,-8.81538,53.4095
12095G,S N NAOMH ANTOINE,Galway,CATHOLIC,61220,253129,-10.0922,53.5098
12106I,S N NAOMH PADRAIG,Galway,CATHOLIC,104475,257538,-9.44171,53.559
12138V,S N CEATHRU NA LAITHIGH,Galway,CATHOLIC,147538,257601,-8.79189,53.5657
12250P,SCOIL MHUIRE PRIMARY SCH,Galway,CATHOLIC,143747,251795,-8.84806,53.5131
12339I,S N INIS MEADHOIN,Galway,CATHOLIC,93605,205183,-9.58813,53.0867
12502Q,S N EANNA,Galway,CATHOLIC,72522,239752,-9.91648,53.3925
12574S,LURGA N S,Galway,CATHOLIC,141848,196059,-8.8665,53.0121
12606F,CRUMLIN N S,Galway,CATHOLIC,147527,238784,-8.78891,53.3966
12706J,SN SAILEARNA,Galway,CATHOLIC,107771,222584,-9.38176,53.2456
12782C,BUNSCOIL NAOMH CHUANA,Galway,CATHOLIC,130764,244056,-9.04205,53.442
12946G,S N COILM CILLE,Galway,CATHOLIC,97283,225904,-9.53991,53.2735
12954F,S N BHRIDE,Galway,CATHOLIC,140901,235805,-8.88796,53.3691
13208V,GORT CONVENT,Galway,CATHOLIC,145181,201884,-8.81783,53.0648
13365O,SCOIL MHUIRE,Galway,CATHOLIC,137875,224486,-8.9312,53.2671
13415D,SN TUAIRINI,Galway,CATHOLIC,123186,229116,-9.15245,53.3068
13621G,S N MUIRE,Galway,CATHOLIC,70845,257847,-9.94911,53.5546
13665D,S N AN CILLIN,Galway,CATHOLIC,178777,205950,-8.31691,53.1037
13686L,S N NAOMH IOSEF,Galway,CATHOLIC,115153,255530,-9.28005,53.5428
13699U,S N COLMCILLE,Galway,CATHOLIC,89479,227782,-9.6575,53.2888
13821O,S N NA NAOMH UILE,Galway,CATHOLIC,60321,258209,-10.108,53.5552
13927H,INISHBOFIN N S,Galway,CATHOLIC,53529,265182,-10.2137,53.6159
13951E,S N LEITIR MUCU,Galway,CATHOLIC,97001,233202,-9.5465,53.339
13952G,S N BHRIDE,Galway,CATHOLIC,87238,228400,-9.69132,53.2939
14031N,CARNAIN N.S.,Galway,CATHOLIC,147431,231622,-8.78916,53.3322
14273O,S N PADRAIG NAOFA,Galway,CATHOLIC,158248,264328,-8.63114,53.6271
14278B,SCOIL NAOMH PADRAIG,Galway,CATHOLIC,128232,249312,-9.08135,53.4889
14294W,BRIERFIELD N SCHOOL,Galway,CATHOLIC,155973,246393,-8.663,53.4657
14377D,S N CILL CONAILL,Galway,CATHOLIC,173183,231255,-8.40256,53.3309
14383V,S N PADRAIG NAOFA,Galway,CATHOLIC,174388,251381,-8.38611,53.5118
14394D,S N CILL FHEICIN,Galway,CATHOLIC,147580,202291,-8.78211,53.0687
14420B,S N NAOMH PADRAIG,Galway,CATHOLIC,69565,262063,-9.97018,53.5922
14421D,S N ARD,Galway,CATHOLIC,75140,232340,-9.87422,53.3266
14425L,S N DOIRE UI BHRIAIN,Galway,CATHOLIC,158626,201665,-8.61724,53.0641
14448A,CLOUGHANOWER N S,Galway,CATHOLIC,127272,244483,-9.0947,53.4454
14590D,AINBHTHIN NAOFA,Galway,CATHOLIC,117017,238535,-9.24745,53.3905
14642T,S N MHUIRE,Galway,CATHOLIC,149376,213411,-8.75707,53.1688
14712O,SN AN FHAIRCE,Galway,CATHOLIC,109620,255845,-9.36359,53.5447
14724V,SCOIL RONAIN,Galway,CATHOLIC,89672,222298,-9.65271,53.2396
15027E,S N NA HEAGLAISE,Galway,CATHOLIC,180897,238141,-8.28718,53.3931
15071H,S N CILLINI DIOMA,Galway,CATHOLIC,162354,212699,-8.56292,53.1635
15331H,S N BAILE NUA,Galway,CATHOLIC,119347,234876,-9.2115,53.3579
15475I,KILCONLY N S,Galway,CATHOLIC,135286,258568,-8.977,53.573
15523Q,S N NAOMH IOSEF,Galway,CATHOLIC,136996,210248,-8.94157,53.1391
15796F,S N COR AN DROMA,Galway,CATHOLIC,139476,240386,-8.91024,53.4101
15835M,ST BRENDANS N S,Galway,CATHOLIC,162538,216149,-8.56057,53.1945
15900U,THE GLEBE N.S.,Galway,CHURCH OF IRELAND,179049,228183,-8.3143,53.3035
15958F,ST. JOSEPHS N.S.,Galway,CATHOLIC,173670,199775,-8.39266,53.048
15997P,ST BRENDAN'S N.S.,Galway,CATHOLIC,191395,216757,-8.12878,53.2012
16071M,SCOIL CHROI NAOFA,Galway,CATHOLIC,150251,228043,-8.74627,53.3004
16091S,GORT INSE GUAIRE B N S,Galway,CATHOLIC,144741,201645,-8.82436,53.0626
16121B,ATTYMON N S,Galway,CATHOLIC,159533,230418,-8.60735,53.3225
16293H,S N CILL RICHILL,Galway,CATHOLIC,169805,219986,-8.4522,53.2294
16410I,BALLINDERRY N S,Galway,CATHOLIC,145406,244567,-8.8218,53.4484
16464I,CASTLEBLAKENEY N S,Galway,CATHOLIC,168488,242548,-8.47416,53.4321
16596C,ST FEICHINS N SCHOOL,Galway,CATHOLIC,173866,206043,-8.39024,53.1044
16762Q,S N IDE NAOFA,Galway,CATHOLIC,162320,216428,-8.56387,53.197
16804G,SN CHLAIR NA GAILLIMHE,Galway,CATHOLIC,137127,232428,-8.94398,53.3384
16857E,S N NAOMH UINSEANN,Galway,CATHOLIC,144459,235530,-8.83446,53.3671
16936A,S N NAOMH PADRAIG,Galway,CATHOLIC,141722,232384,-8.875,53.3385
16982H,S N ATH EASCRACH CHUAIN,Galway,CATHOLIC,178012,238452,-8.33057,53.3958
17007I,S N ARD RAITHIN,Galway,CATHOLIC,146175,210389,-8.80443,53.1413
17051L,S N NA FUAR COILLEADH,Galway,CATHOLIC,146239,223357,-8.80566,53.2579
17071R,S N BAILE A MHOININ,Galway,CATHOLIC,175282,245772,-8.37219,53.4614
17095I,S N NA CEALLTRAIGHE,Galway,CATHOLIC,170415,242739,-8.44519,53.4339
17118R,S N NAOMH FHURSA,Galway,CATHOLIC,122704,246153,-9.16385,53.4598
17154V,S N BREANDAIN NAOFA,Galway,CATHOLIC,174584,219271,-8.38057,53.2233
17170T,BAILE MOR SIOL ANMCADHA,Galway,CATHOLIC,188478,220977,-8.17259,53.2391
17197Q,S N AN LEATH BHAILE,Galway,CATHOLIC,152712,253701,-8.71321,53.5311
17198S,S N MUIRE GAN SMAL,Galway,CATHOLIC,186645,230858,-8.20046,53.3278
17207Q,S N DOMHNACH PADRAIG,Galway,CATHOLIC,132201,250127,-9.02174,53.4968
17221K,SN COLMCILLE,Galway,CATHOLIC,132116,228370,-9.01834,53.3013
17242S,S N PAIRC NA SLINNE,Galway,CATHOLIC,168960,202327,-8.46314,53.0707
17273G,S N BAILE NA CILLE,Galway,CATHOLIC,170128,205447,-8.446,53.0988
17280D,S N BAILE ATHA N RIOGH,Galway,CATHOLIC,150576,227781,-8.74136,53.298
17282H,SCOIL NA MBRAITHRE,Galway,CATHOLIC,143848,251680,-8.84652,53.5121
17289V,S N CAOMHAIN,Galway,CATHOLIC,98430,202655,-9.51534,53.0649
17331R,S N AN DROMA,Galway,CATHOLIC,167718,205527,-8.48199,53.0994
17368R,CROI RONAOFA MEASCAITHE,Galway,CATHOLIC,161825,269748,-8.57774,53.6761
17444H,S N SEOSAMH NAOFA,Galway,CATHOLIC,157411,220093,-8.63781,53.2295
17456O,S N RONAIN,Galway,CATHOLIC,88367,209312,-9.66772,53.1227
17463L,S N BRIOCAIN,Galway,CATHOLIC,93046,238453,-9.60763,53.3854
17475S,S N AINE NAOFA,Galway,CATHOLIC,145507,195892,-8.81196,53.011
17485V,S N PADRAIG NAOFA,Galway,CATHOLIC,174295,237384,-8.38636,53.386
17488E,SN AN AILL BHREACH,Galway,CATHOLIC,59165,242912,-10.1186,53.4175
17490O,S N LORCAIN NAOFA,Galway,CATHOLIC,175506,209836,-8.36604,53.1385
17502S,S N NAOMH THOMAIS,Galway,CATHOLIC,150014,207312,-8.74658,53.1141
17506D,S N BREANDAN NAOFA,Galway,CATHOLIC,172177,210819,-8.41588,53.1472
17529P,S N IOMAIR NAOFA,Galway,CATHOLIC,160955,225992,-8.58546,53.2828
17539S,S N CILL CRUAIN,Galway,CATHOLIC,167005,268899,-8.49925,53.6688
17547R,S N BREANDAN NAOFA,Galway,CATHOLIC,175565,195102,-8.36404,53.0061
17574U,S N NAOMH CIARAIN,Galway,CATHOLIC,84497,232116,-9.73376,53.3267
17613E,S N CAITRIONA NAOFA,Galway,CATHOLIC,178751,228331,-8.31878,53.3049
17631G,CEATHRU NA NGARRDHANTA,Galway,CATHOLIC,143714,255497,-8.84922,53.5464
17645R,S N CRONAIN,Galway,CATHOLIC,143864,214427,-8.83967,53.1774
17647V,MUIRE NA DEA COMHAIRLE,Galway,CATHOLIC,126306,247120,-9.10985,53.469
17648A,S N BREANDAIN NAOFA,Galway,CATHOLIC,126274,247127,-9.11034,53.469
17655U,S N CALADH NA MUC,Galway,CATHOLIC,121755,240953,-9.17684,53.4129
17660N,S N NAOMH TREASA,Galway,CATHOLIC,79967,242470,-9.80565,53.4187
17668G,S N NA BHFORBACHA,Galway,CATHOLIC,119577,222702,-9.20496,53.2486
17689O,S N TIR AN FHIAIDH,Galway,CATHOLIC,89120,225563,-9.66211,53.2688
17759J,S N BRIGHDE,Galway,CATHOLIC,128793,228398,-9.06819,53.3011
17760R,S N BAILE AN LEASA,Galway,CATHOLIC,153729,262065,-8.69911,53.6064
17764C,S N BAILE TUIRINNE,Galway,CATHOLIC,149562,200351,-8.75224,53.0515
17770U,S N NAOMH COLMAIN,Galway,CATHOLIC,76897,229496,-9.84676,53.3015
17771W,S N MHUIRE,Galway,CATHOLIC,143727,227166,-8.84397,53.2918
17772B,S N BRIGHDHE NAOFA,Galway,CATHOLIC,139510,208883,-8.90375,53.1271
17789S,S N CILL TARTAIN,Galway,CATHOLIC,145341,205400,-8.81605,53.0964
17793J,S N PADRAIG NAOFA,Galway,CATHOLIC,123954,244152,-9.14455,53.442
17807R,S N CATHAIR GEAL,Galway,CATHOLIC,148393,247287,-8.77728,53.4731
