Roll_No,Off_Name,County,Ethos,xcoord,ycoord,Long,Lat
16177F,LINDSAY ROAD N S,Dublin,PRESBYTERIAN,315563,236344,-6.2638,53.3647
16567S,ST BRIGIDS CONVENT N S,Dublin,CATHOLIC,317254,232979,-6.23965,53.3341
16577V,ST BRIGIDS CONVENT,Dublin,CATHOLIC,314809,237658,-6.27464,53.3766
16651H,ST CLARES CONVENT N S,Dublin,CATHOLIC,314938,232059,-6.27474,53.3263
16659A,ST COLUMBAS CON G & I,Dublin,CATHOLIC,315641,236554,-6.26255,53.3665
16695E,SCOIL NA MBRATHAR,Dublin,CATHOLIC,314803,234723,-6.2758,53.3503
16753P,ST VINCENT DE PAULS GIRLS SCHOOL,Dublin,CATHOLIC,317855,236964,-6.22915,53.3697
16754R,ST VINCENTS CONVENT INF N S,Dublin,CATHOLIC,317835,236976,-6.22945,53.3698
16759E,S N MHUIRE NA MBRATHAR,Dublin,CATHOLIC,317698,237047,-6.23148,53.3705
16786H,ST BRIGIDS PRIMARY SCHOOL,Dublin,CATHOLIC,314956,233419,-6.27397,53.3385
16792C,ST BRIGIDS CONVENT N S,Dublin,CATHOLIC,319455,237963,-6.20474,53.3783
16860Q,CORPUS CHRISTI N S,Dublin,CATHOLIC,316021,237464,-6.25651,53.3746
16964F,SCOIL MHUIRE OGH 1,Dublin,CATHOLIC,313586,232322,-6.29493,53.329
16966J,SCOIL NAISIUNTA STRATFORD,Dublin,JEWISH,315039,230179,-6.2739,53.3094
16988T,CHRIST THE KING B N S,Dublin,CATHOLIC,314203,236165,-6.28428,53.3633
16989V,CHRIST THE KING G N S,Dublin,CATHOLIC,314162,236173,-6.2849,53.3634
17083B,S N MUIRE GAN SMAL B,Dublin,CATHOLIC,311618,233214,-6.32414,53.3374
17104G,ST FRANCIS JUNIOR NATIONAL SCHOOL,Dublin,CATHOLIC,319437,240741,-6.20396,53.4033
17110B,NAOMH LORCAN O TUATHAIL,Dublin,CATHOLIC,316992,235069,-6.24281,53.3529
17148D,S N EOIN BAISDE G SEN,Dublin,CATHOLIC,320045,236315,-6.19651,53.3634
17210F,CLOCHAR LUGHAIDH CAILIN,Dublin,CATHOLIC,315418,231843,-6.26761,53.3243
17211H,CLOCHAR LUGHAIDH NAOIDH,Dublin,CATHOLIC,315483,231860,-6.26663,53.3244
17214N,St. Vincent's Primary School,Dublin,CATHOLIC,314874,236635,-6.27404,53.3674
17279S,SCOIL MUIRE,Dublin,CATHOLIC,317228,232976,-6.24004,53.334
17318C,SCOIL AN LEINBH IOSA B,Dublin,CATHOLIC,316750,238593,-6.24514,53.3846
17355I,MUIRE NA DEA COIRLE G,Dublin,CATHOLIC,312081,232390,-6.31748,53.3299
17356K,MUIRE NA DEA COIRLE INF,Dublin,CATHOLIC,312183,232437,-6.31594,53.3303
17367P,SCOIL MHUIRE GNS,Dublin,CATHOLIC,312624,237025,-6.30769,53.3714
17459U,CHRIST THE KING I G,Dublin,CATHOLIC,314115,236166,-6.28561,53.3634
17464N,"FIONNBARRA NAOFA B.N.S.,",Dublin,CATHOLIC,313369,236761,-6.29659,53.3689
17465P,DOMINICAN CONVENT GIRLS,Dublin,CATHOLIC,312687,236844,-6.30681,53.3698
17466R,ST CATHERINES INFANT SCHOOL,Dublin,CATHOLIC,312726,236881,-6.30621,53.3701
17603B,SCOIL IOSAGAIN,Dublin,CATHOLIC,314154,232427,-6.28637,53.3298
17683C,MUIRE OG 2 LORETO CON,Dublin,CATHOLIC,313545,232429,-6.2955,53.3299
17730I,S N NA LANAI GLASA,Dublin,CHURCH OF IRELAND,320574,236524,-6.18848,53.3652
17732M,SCOIL CHIARAIN,Dublin,CATHOLIC,318858,237437,-6.21391,53.3737
17881G,SCOIL UI CHONAILL,Dublin,CATHOLIC,316484,235643,-6.25023,53.3582
17891J,SCOIL MHUIRE,Dublin,CATHOLIC,309312,235681,-6.3579,53.36
17893N,SANCTA MARIA C B S,Dublin,CATHOLIC,315483,232829,-6.26628,53.3331
17912O,S N EOIN BOSCO BUACH,Dublin,CATHOLIC,312271,236597,-6.31314,53.3676
17936F,S N EOIN BAISDE B SIN,Dublin,CATHOLIC,319915,236331,-6.19845,53.3636
17976R,SCOIL ASSAIM B,Dublin,CATHOLIC,321376,238002,-6.17587,53.3783
17977T,SCOIL AINE C,Dublin,CATHOLIC,321340,237986,-6.17642,53.3781
17978V,NAISCOIL IDE,Dublin,CATHOLIC,321280,237936,-6.17734,53.3777
18137D,S N NAOMH FEARGAL,Dublin,CATHOLIC,312705,238805,-6.30584,53.3874
18170B,SN MUIRE NA FREASTOGALA,Dublin,CATHOLIC,311189,231564,-6.33116,53.3227
18171D,OUR LADY ASSUMPTION BNS,Dublin,CATHOLIC,311176,231600,-6.33134,53.323
18205R,S N AN PHAROISTE,Dublin,CHURCH OF IRELAND,312922,238893,-6.30255,53.3881
18282M,SN PAROISTE MAITIU NFA,Dublin,CHURCH OF IRELAND,318542,233348,-6.22019,53.3371
18360G,SCOIL BHREANDAIN,Dublin,CATHOLIC,320073,238615,-6.19521,53.3841
18361I,S N CAITRIONA C,Dublin,CATHOLIC,319941,238691,-6.19717,53.3848
18362K,S N CAITRIONA NAIONAIN,Dublin,CATHOLIC,319972,238709,-6.1967,53.3849
18386B,MARIST NATIONAL SCHOOL,Dublin,CATHOLIC,313769,231977,-6.2923,53.3258
18455R,OUR LADY OF ASSUMPTION,Dublin,CATHOLIC,311143,231629,-6.33183,53.3233
18477E,SCOIL NA MBRATHAR,Dublin,CATHOLIC,315044,233719,-6.27254,53.3412
18585H,SN BANRION NA NAINGEAL1,Dublin,CATHOLIC,309193,234137,-6.36022,53.3462
18632N,S N EOIN BOSCO NAI BUAC,Dublin,CATHOLIC,312248,236650,-6.31347,53.3681
18646B,SPRINGDALE N S,Dublin,CHURCH OF IRELAND,321186,238421,-6.17857,53.3821
18682F,ST CANICES B N S,Dublin,CATHOLIC,313682,239008,-6.29108,53.389
18683H,ST CANICES G N S,Dublin,CATHOLIC,313367,239027,-6.29581,53.3892
18726W,S N SEOSAMH NA MBRATHAR,Dublin,CATHOLIC,317635,236284,-6.23271,53.3637
18817C,S N BRIGHDE,Dublin,CATHOLIC,316181,231568,-6.25627,53.3216
18843D,BAINRION NA N-AINGAL 2,Dublin,CATHOLIC,309148,234143,-6.36089,53.3463
18910P,BANTIARNA NA MBUANNA B,Dublin,CATHOLIC,315345,238989,-6.26611,53.3885
18911R,BANTIARNA NA MBUANNA G,Dublin,CATHOLIC,315264,239027,-6.26731,53.3888
18968A,ST MALACHYS B N S,Dublin,CATHOLIC,321101,239074,-6.17959,53.3879
18969C,ST EITHNES SENIOR G N S,Dublin,CATHOLIC,321083,239222,-6.17981,53.3893
19006Q,EOIN BAISDE B SOIS,Dublin,CATHOLIC,320068,236294,-6.19617,53.3632
19007S,EOIN BAISDE C NAOIDH,Dublin,CATHOLIC,319916,236314,-6.19844,53.3634
19015R,ST JOSEPHS G N S,Dublin,CATHOLIC,312515,239736,-6.30836,53.3958
19037E,ST MONICAS N S,Dublin,CATHOLIC,321096,239206,-6.17962,53.3891
19197D,ST KEVINS B N S,Dublin,CATHOLIC,312480,239642,-6.30892,53.3949
19208F,HOLY SPIRIT B N S,Dublin,CATHOLIC,315137,239790,-6.26894,53.3957
19209H,SN AN SPIORAID NAIOMH C,Dublin,CATHOLIC,315058,239755,-6.27014,53.3954
19242F,OUR LADY OF VICTORIES INFANT N S,Dublin,CATHOLIC,315376,238991,-6.26564,53.3885
19297H,CROMCASTLE GREEN B N S,Dublin,CATHOLIC,318461,239785,-6.21899,53.3949
19298J,SCOIL NAIS IDE CAILINI,Dublin,CATHOLIC,318459,239752,-6.21903,53.3946
19302U,SN NA MAIGHDINE MUIRE B,Dublin,CATHOLIC,315766,239780,-6.25949,53.3955
19303W,NA MAIGHDINE MHUIRE,Dublin,CATHOLIC,315727,239787,-6.26007,53.3955
19308J,ST BRIGIDS BOYS N S,Dublin,CATHOLIC,320151,237562,-6.19444,53.3746
19309L,SCOIL NEASAIN,Dublin,CATHOLIC,320063,238374,-6.19545,53.3819
19395H,SCOIL MOBHI,Dublin,CATHOLIC,315643,237299,-6.26225,53.3732
19406J,HOLY TRINITY SEN N S,Dublin,CATHOLIC,322403,240121,-6.15963,53.397
19430G,SCOIL AN TSEACHTAR LAOCH,Dublin,CATHOLIC,315485,239434,-6.26384,53.3924
19431I,ST JOSEPHS JNR,Dublin,CATHOLIC,315088,240365,-6.26947,53.4009
19454U,DARNDALE NS JUNIOR,Dublin,CATHOLIC,320207,240517,-6.19248,53.4011
19471U,ST PAULS JUNIOR NATIONAL SCHOOL,Dublin,CATHOLIC,320878,239824,-6.18266,53.3947
19473B,SCOIL BHRIDE,Dublin,CATHOLIC,322370,240109,-6.16013,53.3969
19480V,ST PATRICKS,Dublin,CHURCH OF IRELAND,315163,233464,-6.27085,53.3389
19489Q,SN NAOMH FINNIN,Dublin,CATHOLIC,312370,238017,-6.31115,53.3804
19496N,SCOIL FHIACHRA SOISIR,Dublin,CATHOLIC,318038,238890,-6.22568,53.387
19524P,OUR LADY IMMAC SEN N S,Dublin,CATHOLIC,320208,240569,-6.19244,53.4016
19538D,ST KEVINS JUNIOR N S,Dublin,CATHOLIC,322589,240047,-6.15686,53.3963
19546C,ST OLIVER PLUNKETT N S,Dublin,CATHOLIC,313187,238175,-6.29882,53.3816
19583I,ST JOSEPHS SENIOR N S,Dublin,CATHOLIC,314989,240391,-6.27094,53.4011
19589U,GAELSCOIL INSE CHOR,Dublin,CATHOLIC,312485,233948,-6.31087,53.3438
19611K,SCOIL NAOMH COLMCILLE,Dublin,CATHOLIC,322491,240071,-6.15832,53.3966
19618B,ST PAULS SEN NS,Dublin,CATHOLIC,320869,239856,-6.18278,53.395
19619D,ST MALACHYS NS,Dublin,CATHOLIC,313184,238235,-6.29885,53.3822
19628E,ST FIACHRAS SEN N S,Dublin,CATHOLIC,318186,238945,-6.22344,53.3874
19661C,ST GABRIELS NS,Dublin,CATHOLIC,310125,233774,-6.34635,53.3427
19662E,ST MICHAELS NS,Dublin,CATHOLIC,310073,233818,-6.34712,53.3431
19663G,ST RAPHAELS NS,Dublin,CATHOLIC,310097,233797,-6.34677,53.3429
19668Q,ST FRANCIS SENIOR N S,Dublin,CATHOLIC,319371,240773,-6.20494,53.4036
19669S,LADY OF GOOD COUNSEL NS,Dublin,CATHOLIC,312148,232374,-6.31649,53.3297
19727G,ST MARYS CENTRAL N S,Dublin,CATHOLIC,317403,231509,-6.23796,53.3208
19764M,OUR LADY OF WAYSIDE N S,Dublin,CATHOLIC,310782,232489,-6.33694,53.3311
19774P,ST JOSEPHS MXD N S,Dublin,CATHOLIC,317986,235235,-6.22783,53.3542
19777V,GAELSCOIL MIDE,Dublin,CATHOLIC,322949,238825,-6.15193,53.3853
19831B,SCOIL CHAOIMHIN,Dublin,CATHOLIC,316070,234842,-6.25673,53.3511
19837N,DRIMNAGH CASTLE CBS N S,Dublin,CATHOLIC,311265,231728,-6.32996,53.3241
19845M,NORTH DUBLIN NS PROJECT,Dublin,MULTI DENOMINATIONAL,315282,238234,-6.26733,53.3817
19889J,SCOIL COLM,Dublin,CATHOLIC,312837,231349,-6.30651,53.3204
19896G,SCOIL CAITRIONA NA MBRAITHRE,Dublin,CATHOLIC,316902,233182,-6.24486,53.336
19907I,GAELSCOIL MOLOGA,Dublin,CATHOLIC,314319,231020,-6.2844,53.3171
19913D,ST JOSEPHS NS,Dublin,CATHOLIC,319566,240142,-6.20225,53.3979
19919P,ST DAVIDS N S,Dublin,CATHOLIC,318668,238750,-6.21627,53.3856
19920A,ST JOHN OF GOD N S,Dublin,CATHOLIC,318652,239177,-6.21635,53.3894
19924I,HAROLDS CROSS N S,Dublin,CATHOLIC,314293,231021,-6.28479,53.3171
19926M,GAELSCOIL CHOLAISTE MHUIRE,Dublin,CATHOLIC,315771,235090,-6.26113,53.3534
19928Q,RANELAGH MULTI DENOM NS,Dublin,MULTI DENOMINATIONAL,316137,232116,-6.25673,53.3266
19929S,ST BRIGIDS SENIOR GIRLS,Dublin,CATHOLIC,312487,238651,-6.30917,53.386
19933J,SCOIL TREASA NAOFA,Dublin,CATHOLIC,314673,232934,-6.2784,53.3342
19935N,SCOIL EOIN,Dublin,CATHOLIC,322667,238984,-6.1561,53.3868
19946S,RUTLAND STREET N S,Dublin,CATHOLIC,316406,235196,-6.25156,53.3542
19954R,NORTH BAY EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,322972,238805,-6.15159,53.3851
19981U,ST MARYS N S,Dublin,CATHOLIC,317327,236307,-6.23732,53.3639
20012S,GRIFFITH BARRACKS MULTI D SCHOOL,Dublin,MULTI DENOMINATIONAL,314643,232558,-6.27898,53.3309
20014W,ST AGNES N S,Dublin,CATHOLIC,312854,231206,-6.30631,53.3191
20015B,GAELSCOIL BHAILE MUNNA,Dublin,CATHOLIC,316066,240047,-6.25488,53.3978
20029M,ST BRIGIDS INFANT N S,Dublin,CATHOLIC,312540,238682,-6.30836,53.3863
20035H,ST GABRIELS N S,Dublin,CATHOLIC,313868,235074,-6.28971,53.3536
20047O,GAELSCOIL BHARRA,Dublin,CATHOLIC,313920,236282,-6.28849,53.3645
20048Q,GAELSCOIL LIOS NA NOG,Dublin,CATHOLIC,316210,231601,-6.25582,53.3219
20052H,GAELSCOIL CHOLMCILLE,Dublin,CATHOLIC,317751,239862,-6.22963,53.3958
20059V,MOTHER OF DIVINE GRACE,Dublin,CATHOLIC,313995,238693,-6.2865,53.3861
20064O,OUR LADY OF CONSOLATION NS,Dublin,CATHOLIC,318725,237478,-6.21589,53.3741
20091R,ST PETERS NS,Dublin,CATHOLIC,314786,235976,-6.2756,53.3615
20092T,ST ULTANS NS,Dublin,CATHOLIC,308371,233046,-6.37293,53.3366
20103V,JOHN SCOTTUS NS,Dublin,MULTI DENOMINATIONAL,317473,232998,-6.23636,53.3342
20104A,ST AUDOENS NS,Dublin,CATHOLIC,314979,234040,-6.2734,53.3441
20131D,EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,314215,235242,-6.28444,53.3551
20139T,INCHICORE NS,Dublin,CATHOLIC,311941,233641,-6.31914,53.3412
20152L,NORTH DUBLIN MUSLIM NS PROJECT,Dublin,MUSLIM,313104,236142,-6.30079,53.3634
20168D,GLASNEVIN EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,315251,237633,-6.26801,53.3763
20220C,GAELSCOIL UI EARCAIN,Dublin,CATHOLIC,312405,239108,-6.31024,53.3902
20228S,ST LAURENCE O TOOLES GIRLS SCHOOL,Dublin,CATHOLIC,316998,235082,-6.24271,53.353
20281W,St Benedicts and St Marys National School,Dublin,CATHOLIC,322183,239127,-6.16332,53.3882
20304I,St. Francis of Assisi National School,Dublin,CATHOLIC,322057,241379,-6.16434,53.4084
20308Q,Belmayne Educate Together National School,Dublin,MULTI DENOMINATIONAL,321979,241340,-6.16553,53.4081
20338C,Holy Child National School,Dublin,CATHOLIC,316813,238717,-6.24415,53.3857
20391G,De La Salle National School,Dublin,CATHOLIC,309664.93,233985.5,-6.35318,53.3447
20397S,St Louise de Marillac Primary School,Dublin,CATHOLIC,309296,234336,-6.3586,53.348
20429F,ST. JAMES'S PRIMARY SCHOOL,Dublin,CATHOLIC,313934.26,233612.25,-6.28924,53.3405
20430N,Portobello Educate Together School,Dublin,MULTI DENOMINATIONAL,316136.12,232673.44,-6.25654,53.3316
20436C,St Mary's Primary School,Dublin,CATHOLIC,315626.12,235656.37,-6.2631,53.3585
20437E,St Laurence's National School,Dublin,CATHOLIC,324221.45,240103.51,-6.13231,53.3965
02872U,St. Mary's National School,Dublin,CATHOLIC,318189,225198,-6.22852,53.264
05600C,CLOCHAR SAN DOMINIC,Dublin,CATHOLIC,324207,228468,-6.13709,53.292
06200O,BOOTERSTOWN BOYS,Dublin,CATHOLIC,320102,230229,-6.19796,53.3087
10494K,ALL SAINTS N S,Dublin,CHURCH OF IRELAND,321361,228079,-6.1799,53.2891
11873A,RATHMICHAEL N S,Dublin,CHURCH OF IRELAND,325061,222248,-6.12673,53.2359
14586M,CARYSFORT NS,Dublin,CATHOLIC,321194,228936,-6.18208,53.2969
14647G,DALKEY N S (2),Dublin,CHURCH OF IRELAND,326575,227347,-6.10204,53.2813
15132B,HAROLD BOYS N S,Dublin,CATHOLIC,326540,226992,-6.10271,53.2782
15284B,TANEY N S,Dublin,CHURCH OF IRELAND,317536,227909,-6.2373,53.2885
16352U,ST BRIGIDS BOYS N S,Dublin,CATHOLIC,322194,225819,-6.16828,53.2686
16353W,ST BRIGIDS GIRLS N S,Dublin,CATHOLIC,322186,225849,-6.16839,53.2689
16629O,KILTERNAN CHURCH OF IRELAND NS,Dublin,CHURCH OF IRELAND,320205,222862,-6.1992,53.2425
16794G,ST BRIGIDS N S,Dublin,CHURCH OF IRELAND,320317,227601,-6.19573,53.2851
16893I,S N NAOMH LORCAN,Dublin,CATHOLIC,319613,227941,-6.20615,53.2883
17470I,ST RAPHAELAS N S,Dublin,CATHOLIC,319776,227204,-6.20399,53.2816
17507F,S N PADRAIG NAOFA,Dublin,CATHOLIC,319116,220556,-6.21636,53.2221
17954H,SCOIL CAOIMHIN NAOFA,Dublin,CATHOLIC,319730,228238,-6.20429,53.2909
17970F,OUR LADY OF MERCY CONVENT SCHOOL,Dublin,CATHOLIC,320015,229822,-6.19942,53.3051
17979A,S N CNOC AINBHIL,Dublin,CATHOLIC,318903,227998,-6.21677,53.289
18451J,SCOIL LORCAIN,Dublin,CATHOLIC,322413,228914,-6.16381,53.2964
18647D,S N SAN TREASA,Dublin,CATHOLIC,319401,228641,-6.20907,53.2946
18806U,KILTERNAN N S 1,Dublin,CATHOLIC,320500,222083,-6.19507,53.2355
18886V,KILL-O'-THE-GRANGE NS,Dublin,CHURCH OF IRELAND,322658,226870,-6.16092,53.278
19066L,LORETO NATIONAL SCHOOL,Dublin,CATHOLIC,326689,227211,-6.10039,53.2801
19258U,SCOIL PADRAIG NAOFA B,Dublin,CATHOLIC,321782,227067,-6.17398,53.2799
19259W,ST PATRICKS GNS,Dublin,CATHOLIC,321748,227004,-6.17451,53.2794
19314E,SCOIL NA MAIGHDINE MHUIRE BOY,Dublin,CATHOLIC,316256,226378,-6.25704,53.275
19319O,ST OLAFS N S,Dublin,CATHOLIC,318344,227244,-6.22543,53.2823
19320W,OUR LADY OF GOOD COUNSEL BOYS N S,Dublin,CATHOLIC,324249,225395,-6.13766,53.2644
19321B,OUR LADY GOOD COUNSEL GNS,Dublin,CATHOLIC,324228,225316,-6.138,53.2636
19335M,SCOIL NA AINGEAL,Dublin,CATHOLIC,321980,228444,-6.17048,53.2923
19374W,Our lady's Grove Primary School,Dublin,CATHOLIC,317670,229164,-6.23482,53.2997
19396J,NA MAIGHDINE MUIRE GIRL,Dublin,CATHOLIC,316258,226354,-6.25702,53.2748
19400U,SN GLEN NA GCAORACH,Dublin,CHURCH OF IRELAND,325760,225972,-6.1148,53.2692
19437U,SCOIL NAITHI,Dublin,CATHOLIC,316002,227155,-6.26057,53.282
19438W,SCOIL COLMCILLE SENIOR,Dublin,CATHOLIC,324547,224302,-6.13362,53.2545
19497P,SCOIL MHUIRE,Dublin,CATHOLIC,325449,222264,-6.12092,53.236
19537B,ST ATTRACTAS JUNIOR N S,Dublin,CATHOLIC,316353,227012,-6.25536,53.2807
19612M,DALKEY SCHOOL PROJECT,Dublin,MULTI DENOMINATIONAL,324594,226535,-6.13204,53.2745
19641T,ST COLMCILLE JUN NS,Dublin,CATHOLIC,324540,224255,-6.13375,53.254
19716B,ST ATTRACTAS SENIOR N S,Dublin,CATHOLIC,316393,227058,-6.25474,53.2811
19723V,QUEEN OF ANGELS PRIMARY SCHOOL,Dublin,CATHOLIC,318385,226551,-6.22508,53.2761
19840C,HOLY FAMILY SCHOOL,Dublin,CATHOLIC,323177,227786,-6.15279,53.2861
19888H,ST ANNES MXD N S,Dublin,CATHOLIC,324981,222037,-6.12801,53.234
19901T,BOOTERSTOWN N S,Dublin,CHURCH OF IRELAND,320654,229305,-6.19003,53.3003
19904C,HOLY CROSS N S,Dublin,CATHOLIC,317329,227882,-6.24041,53.2883
19922E,OUR LADYS N S,Dublin,CATHOLIC,316723,229327,-6.24896,53.3014
19938T,ST JOSEPHS,Dublin,CATHOLIC,324094,227850,-6.13902,53.2864
19939V,SCOIL NAISIUNTA AN DEA AOIRE,Dublin,CATHOLIC,315441,228407,-6.26852,53.2934
19945Q,RATHFARNHAM EDUCATE TOGETHER,Dublin,MULTI DENOMINATIONAL,315103,228199,-6.27366,53.2916
19949B,ISLAMIC NATIONAL SCHOOL,Dublin,MUSLIM,317763,229613,-6.23326,53.3037
19960M,ST JOHNS N S,Dublin,CATHOLIC,324965,224465,-6.1273,53.2558
19979K,ST KEVINS N S,Dublin,CATHOLIC,324236,226719,-6.13734,53.2762
20020R,GAELSCOIL THAOBH NA COILLE,Dublin,CATHOLIC,319145,224703,-6.21438,53.2593
20056P,GAELSCOIL PHADRAIG,Dublin,CATHOLIC,325231,223617,-6.12365,53.2482
20060G,MONKSTOWN EDUCATE TOGETHER NS,Dublin,MULTI DENOMINATIONAL,323407,227174,-6.14958,53.2805
20141G,THE HAROLD SCHOOL,Dublin,CATHOLIC,325055,227806,-6.12464,53.2858
20190T,HOLY TRINITY NATIONAL SCHOOL,Dublin,CATHOLIC,320401,224986,-6.19546,53.2616
20218P,ARCHBISHOP MCQUAID NATIONAL SCHOOL,Dublin,CATHOLIC,325079,223468,-6.12598,53.2469
20400E,Ballinteer Educate Together National School,Dublin,MULTI DENOMINATIONAL,317493.78,227163.92,-6.2382,53.2818
20401G,Stepaside Educate Together National School,Dublin,MULTI DENOMINATIONAL,320269.83,223210.13,-6.1981,53.2456
20425U,Gaelscoil Shliabh Rua,Dublin,MULTI DENOMINATIONAL,320261.47,223137.42,-6.19825,53.245
00697S,ST BRIGIDS MXD N S,Dublin,CATHOLIC,309052,237325,-6.36123,53.3749
01170G,S N NA H-AILLE,Dublin,CATHOLIC,313601,260123,-6.28467,53.5787
09492W,BALSCADDEN N S,Dublin,CATHOLIC,317040,264261,-6.23121,53.6151
09642P,BURROWS N S,Dublin,CHURCH OF IRELAND,326433,239560,-6.0993,53.3911
10296G,SCOIL NAOMH MEARNOG,Dublin,CATHOLIC,324034,242941,-6.13401,53.422
11583O,ST ANDREWS N S,Dublin,CHURCH OF IRELAND,322762,245880,-6.15199,53.4487
12358M,SWORDS BOROUGH N S,Dublin,CHURCH OF IRELAND,318077,246712,-6.22217,53.4572
14180H,HOLMPATRICK N S,Dublin,CHURCH OF IRELAND,325393,260511,-6.10656,53.5795
15315J,ST GEORGES N S,Dublin,CHURCH OF IRELAND,318808,263320,-6.20487,53.6062
15569R,SCOIL MOIBHI,Dublin,CATHOLIC,322788,258769,-6.14656,53.5644
15650A,CORDUFF N S,Dublin,CATHOLIC,320065,253364,-6.18971,53.5165
16267G,ST PATRICKS BOYS NATIONAL SCHOOL,Dublin,CATHOLIC,323744,250811,-6.13528,53.4927
16332O,ST PATRICKS SNR MIXED,Dublin,CATHOLIC,325224,260320,-6.10919,53.5778
16333Q,ST PATRICKS JNR MIXED,Dublin,CATHOLIC,325274,260327,-6.10843,53.5778
16675V,SCOIL NAOMH LUCAIS,Dublin,CATHOLIC,306947,241687,-6.39138,53.4145
16844S,SCOIL N. BREANDAN,Dublin,CATHOLIC,326643,256845,-6.08918,53.5462
16970A,ST MOLAGA SENIOR NS,Dublin,CATHOLIC,319802,264392,-6.18945,53.6156
16972E,S N PEADAR AGUS POL N,Dublin,CATHOLIC,319946,263741,-6.18752,53.6097
17263D,S N MUIRE AN SEAN BAILE,Dublin,CATHOLIC,311567,254017,-6.31754,53.5243
17472M,BAILE FALBACH,Dublin,CATHOLIC,318850,257116,-6.20659,53.5505
17559B,S N MHUIRE,Dublin,CATHOLIC,307056,258178,-6.38412,53.5626
17569E,BLESSED OLIVER N S,Dublin,CATHOLIC,320178,261483,-6.18489,53.5894
17595F,CILL COSCAIN,Dublin,CATHOLIC,309986,247209,-6.34376,53.4634
17785K,SAN NIOCLAS MYRA,Dublin,CATHOLIC,321309,242715,-6.17507,53.4206
17820J,BRIGHDE NAOFA,Dublin,CATHOLIC,312920,250340,-6.29847,53.4909
17914S,ST OLIVER PLUNKETT,Dublin,CATHOLIC,322916,245607,-6.14978,53.4462
17928G,SN N SAILBHEASTAR NFA,Dublin,CATHOLIC,322067,245928,-6.16243,53.4493
17961E,S N LUSCA,Dublin,CATHOLIC,321539,254788,-6.16694,53.529
18038B,ST MARGARETS N S,Dublin,CATHOLIC,313011,243553,-6.29954,53.43
18046A,SCOIL BRIDE B,Dublin,CATHOLIC,308288,238339,-6.37236,53.3841
18047C,SCOIL BRIDE C,Dublin,CATHOLIC,308241,238360,-6.37306,53.3843
18080A,SCOIL MHUIRE MXD,Dublin,CATHOLIC,328539,238849,-6.06794,53.3842
18412W,S N C NAOMH PADRAIG,Dublin,CATHOLIC,323788,250786,-6.13462,53.4925
18623M,SCOIL NAISUNTA CHNUACHA,Dublin,CHURCH OF IRELAND,309049,237227,-6.36131,53.374
18778S,S N NAOMH MOCHTA,Dublin,CATHOLIC,306174,238030,-6.40423,53.3818
18976W,S N CHOLMILLE B,Dublin,CATHOLIC,318630,246841,-6.2138,53.4583
18977B,S N CHOLMCILLE C,Dublin,CATHOLIC,318658,246751,-6.21341,53.4574
19001G,BALLYBOGHILL N S,Dublin,CATHOLIC,315009,253727,-6.26577,53.5209
19393D,MHUIRE IOSEF JUNIOR,Dublin,CATHOLIC,323322,239285,-6.14614,53.3893
19435Q,ST FRANCIS XAVIER J N S,Dublin,CATHOLIC,307630,238216,-6.38229,53.3831
19456B,ST CRONAN,Dublin,CATHOLIC,317188,246873,-6.23548,53.4589
19470S,ST FRANCIS XAVIER SENIOR N S,Dublin,CATHOLIC,307632,238133,-6.38229,53.3824
19505L,SN OILIBHEIR,Dublin,CATHOLIC,306651,238639,-6.39686,53.3871
19515O,SN NAOMH TREASA,Dublin,CATHOLIC,320922,263053,-6.17305,53.6033
19533Q,S N MUIRE AGUS IOSEF,Dublin,CATHOLIC,323338,239324,-6.14589,53.3897
19535U,BRACKENSTOWN SENIOR N S,Dublin,CATHOLIC,317255,246855,-6.23448,53.4587
19545A,CORDUFF N S,Dublin,CATHOLIC,308079,239946,-6.37495,53.3986
19549I,ST FINTANS NS,Dublin,CATHOLIC,326806,238355,-6.09417,53.3801
19578P,ST HELENS JUNIOR N S,Dublin,CATHOLIC,323931,244806,-6.13483,53.4388
19601H,ST PHILIP THE APOSTLE JUNIOR N S,Dublin,CATHOLIC,306047,238906,-6.40584,53.3897
19605P,SCOIL NAIS MHUIRE SOIS,Dublin,CATHOLIC,306415,239765,-6.40002,53.3973
19624T,SCOIL NAIS CAITRIONA,Dublin,CATHOLIC,326074,255557,-6.09828,53.5348
19625V,Scoil R�alt na Mara,Dublin,CATHOLIC,324520,260559,-6.11971,53.5801
19627C,JOHN PAUL II N S,Dublin,CATHOLIC,321670,246424,-6.16821,53.4538
19636D,ST PATRICKS SENIOR SCHOOL,Dublin,CATHOLIC,308006,239954,-6.37605,53.3987
19643A,ST PHILIPS  SENIOR N S,Dublin,CATHOLIC,306025,238879,-6.40618,53.3894
19644C,ST CIARANS N S,Dublin,CATHOLIC,305108,239317,-6.41981,53.3935
19660A,RUSH NS,Dublin,CATHOLIC,325780,253950,-6.10335,53.5204
19693P,MARY QUEEN OF IRELAND N S,Dublin,CATHOLIC,313480,246057,-6.29158,53.4524
19694R,SCOIL MHUIRE SIN,Dublin,CATHOLIC,306482,239803,-6.399,53.3976
